number,title,start,end,text,chunk_id,embedding
10,"Video, Audio & Media in HTML",118.84,120.12, In fact I do it smaller.,4362,"[-0.0453345   0.04331888 -0.07060214 ... -0.02286306 -0.03938672
 -0.00503164]"
10,"Video, Audio & Media in HTML",120.12,121.64, I do 255.,4363,"[-0.06204155  0.02607432 -0.04155229 ... -0.02291592  0.00182876
  0.07029912]"
10,"Video, Audio & Media in HTML",121.64,122.88, And you see it has come here.,4364,"[ 0.00594651  0.02914078 -0.05232187 ...  0.02648832 -0.02288925
  0.02850142]"
10,"Video, Audio & Media in HTML",122.88,123.4, Okay.,4365,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",123.4,125.16, Now I will play it because I have put control.,4366,"[-0.00126655  0.00770804 -0.07274606 ... -0.01825833 -0.05097751
 -0.00442969]"
10,"Video, Audio & Media in HTML",125.16,126.2, I can play it.,4367,"[ 0.01249164  0.04022533 -0.0766059  ... -0.02278998 -0.03243495
  0.0146299 ]"
10,"Video, Audio & Media in HTML",126.2,126.68, Look at this.,4368,"[-0.01998024  0.04760961 -0.04915664 ...  0.00035414 -0.01158689
  0.0116469 ]"
10,"Video, Audio & Media in HTML",126.68,128.28, There is a better road than America.,4369,"[-0.00674687 -0.00620113 -0.03821115 ...  0.02376451 -0.02129698
 -0.02642747]"
10,"Video, Audio & Media in HTML",128.28,130.2, My name is Gopendra Jogi.,4370,"[-0.05446421 -0.03153689 -0.04814133 ... -0.00231798 -0.05590707
 -0.02868932]"
10,"Video, Audio & Media in HTML",130.2,131.12, Where have you been to in the US?,4371,"[-0.03950652 -0.00620671 -0.02318719 ... -0.03557388 -0.04368997
  0.02116563]"
10,"Video, Audio & Media in HTML",131.12,132.4, I have been to a lot of places in the US.,4372,"[-0.00564862  0.00201544 -0.03787148 ... -0.04366219 -0.03996869
  0.00996232]"
10,"Video, Audio & Media in HTML",132.4,132.88, Tell me.,4373,"[-0.03008124  0.05239882 -0.03955561 ... -0.02386194 -0.01215142
 -0.01873562]"
10,"Video, Audio & Media in HTML",132.88,133.76, Gopendra Jogi.,4374,"[-0.05703312  0.00035259 -0.04314353 ...  0.00471586 -0.06107691
 -0.02732947]"
10,"Video, Audio & Media in HTML",135.68,138.24, So that way you can play video like this.,4375,"[-0.00463062  0.01815073 -0.04660454 ... -0.00165614  0.00075654
  0.00020975]"
10,"Video, Audio & Media in HTML",138.24,140.24, Now some attributes here are video tag.,4376,"[-0.03548683 -0.02075776 -0.05181468 ...  0.01131912 -0.00872469
 -0.00564152]"
10,"Video, Audio & Media in HTML",140.24,141.96, It is very simple to use video tag.,4377,"[-0.04035868  0.00182473 -0.04509749 ... -0.00101876 -0.03293635
 -0.00610643]"
10,"Video, Audio & Media in HTML",141.96,143.36, You should have a video.,4378,"[-0.01769762  0.01909675 -0.05572181 ... -0.00056073 -0.0346946
  0.02195188]"
10,"Video, Audio & Media in HTML",143.36,144.96, You have given the path of the video.,4379,"[-0.02962566 -0.00639751 -0.06966963 ... -0.00177291 -0.04062267
  0.00719241]"
10,"Video, Audio & Media in HTML",144.96,146.12, You have given the controls.,4380,"[-0.02779061  0.01292488 -0.07985494 ...  0.00747368 -0.02694718
  0.00968301]"
10,"Video, Audio & Media in HTML",146.12,147.0, So these controls will come.,4381,"[-0.01676314  0.01908583 -0.0527247  ...  0.02560121  0.00469813
  0.0144982 ]"
10,"Video, Audio & Media in HTML",147.0,148.96, You can download it.,4382,"[-0.04335946  0.03800168 -0.06472357 ...  0.00607017 -0.04494423
 -0.0080176 ]"
10,"Video, Audio & Media in HTML",148.96,149.84, You can full screen.,4383,"[ 0.0164209   0.01522065 -0.05926916 ... -0.01738533 -0.02101733
  0.04186673]"
10,"Video, Audio & Media in HTML",149.84,151.08, You can mute.,4384,"[-0.00172107  0.0285449  -0.023128   ... -0.02232976 -0.01456954
  0.01088445]"
10,"Video, Audio & Media in HTML",151.08,152.68, You can do picture in picture.,4385,"[-0.02597977  0.03503064 -0.04161796 ... -0.00914495 -0.04888794
  0.01625536]"
10,"Video, Audio & Media in HTML",152.68,154.8, All this automatically presents your browser.,4386,"[-0.03873231  0.00057236 -0.06055186 ...  0.03139555 -0.0273074
  0.0231652 ]"
10,"Video, Audio & Media in HTML",154.8,156.36, But let me tell you about some attributes.,4387,"[-0.03105084  0.02512965 -0.08126462 ... -0.0231936  -0.01493646
 -0.03470119]"
10,"Video, Audio & Media in HTML",156.36,157.64000000000001, The first attribute is SRC.,4388,"[-0.03923769  0.04161303 -0.0413529  ...  0.00985759  0.01645314
 -0.00702407]"
10,"Video, Audio & Media in HTML",157.64000000000001,158.96, You know Giyal.,4389,"[-0.08626436  0.01670412 -0.00181724 ... -0.01941678 -0.04437136
  0.01728547]"
10,"Video, Audio & Media in HTML",158.96,160.24, Put the video here.,4390,"[-0.02839642  0.00395056 -0.04528533 ...  0.01589931 -0.01346546
  0.00382064]"
10,"Video, Audio & Media in HTML",160.24,161.92000000000002, The name of the video file is SRC.,4391,"[-0.03609158  0.00994237 -0.06894203 ... -0.00430765 -0.00112303
  0.00522015]"
10,"Video, Audio & Media in HTML",161.92000000000002,164.88, This video file can also come from an external URL.,4392,"[-0.04498237  0.02873794 -0.0422117  ...  0.02632238 -0.03642807
 -0.00474943]"
10,"Video, Audio & Media in HTML",164.88,165.44, You understand.,4393,"[ 0.01158601  0.00592331 -0.05056093 ...  0.0096293  -0.04232758
 -0.00446343]"
10,"Video, Audio & Media in HTML",165.44,168.88, If I have uploaded another video on Amazon S3.,4394,"[-0.01116295 -0.02917199 -0.04658452 ...  0.0016852  -0.01316099
  0.03456081]"
10,"Video, Audio & Media in HTML",168.88,170.48, I can also put the URL there.,4395,"[-0.07034327  0.0289104  -0.03051439 ...  0.02168989 -0.0310471
 -0.00919683]"
10,"Video, Audio & Media in HTML",170.48,171.35999999999999, I mean it is not necessary.,4396,"[-0.02684166  0.03938885 -0.06185511 ... -0.00936354 -0.01719044
 -0.03612186]"
10,"Video, Audio & Media in HTML",171.35999999999999,175.56, The file can be on your server or third party.,4397,"[-0.03179514  0.00457274 -0.04747627 ...  0.02235664 -0.04721527
 -0.01248764]"
10,"Video, Audio & Media in HTML",175.56,177.2, Now what controls do?,4398,"[-0.02119353  0.01160328 -0.05193409 ...  0.02020475 -0.01009955
 -0.01697399]"
10,"Video, Audio & Media in HTML",177.2,179.56," Ads, video controls like play, pause and volume.",4399,"[-0.01346029 -0.00592597 -0.05453239 ...  0.00264798 -0.00014949
 -0.00780653]"
10,"Video, Audio & Media in HTML",179.56,182.12, Which we saw here in Gopendra Jogi's video.,4400,"[-0.03927273 -0.00437551 -0.05497059 ...  0.00166235 -0.04572262
 -0.02081294]"
10,"Video, Audio & Media in HTML",182.12,185.2, That you are getting to see the controls here.,4401,"[-0.01983229 -0.00129988 -0.06582995 ...  0.01132761 -0.02001805
  0.01620569]"
10,"Video, Audio & Media in HTML",185.2,187.16, Now what is this thing?,4402,"[ 0.0008413   0.02942478 -0.04098579 ... -0.01491312  0.00281522
  0.01053037]"
10,"Video, Audio & Media in HTML",187.16,189.76, The browser automatically sees what control and,4403,"[-0.04267507  0.01222777 -0.05231655 ...  0.03038593 -0.01999013
  0.00268333]"
10,"Video, Audio & Media in HTML",189.76,191.64, what will not be in your video.,4404,"[-0.02512096 -0.00820573 -0.06916042 ...  0.00607211 -0.02853574
  0.0034003 ]"
10,"Video, Audio & Media in HTML",191.64,193.0, Then see what will auto play.,4405,"[-0.03096293 -0.01561392 -0.05447907 ... -0.02193335 -0.0116566
  0.00333289]"
10,"Video, Audio & Media in HTML",193.0,194.07999999999998, It will automatically play.,4406,"[-0.02402032  0.0192471  -0.07077647 ... -0.00487257 -0.02675372
  0.01117717]"
10,"Video, Audio & Media in HTML",194.07999999999998,195.2, As soon as the page loads.,4407,"[-0.00863177  0.04256468 -0.07115032 ...  0.03556977 -0.01891762
 -0.02205192]"
10,"Video, Audio & Media in HTML",195.2,195.68, Okay.,4408,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",195.68,197.07999999999998, So if I put auto play here.,4409,"[-0.01937313 -0.01679449 -0.05942013 ... -0.00037325 -0.02480765
  0.00859653]"
10,"Video, Audio & Media in HTML",197.07999999999998,198.35999999999999, I will put auto play here.,4410,"[-0.02359088 -0.00608792 -0.06080551 ... -0.00254399 -0.02650734
 -0.00055535]"
10,"Video, Audio & Media in HTML",198.36,199.36, Okay.,4411,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",199.36,201.08, Where do you see the road of the market?,4412,"[-0.04200609 -0.00657274 -0.02581018 ... -0.00674491 -0.03006513
  0.00795162]"
10,"Video, Audio & Media in HTML",201.08,201.84, What is happening here?,4413,"[-0.01428983  0.0226863  -0.06583827 ...  0.02211787 -0.0066754
  0.0177672 ]"
10,"Video, Audio & Media in HTML",201.84,202.24, So see.,4414,"[-0.036041    0.02056442 -0.02445571 ... -0.0097774  -0.02281119
  0.03095016]"
10,"Video, Audio & Media in HTML",202.24,202.96, How is it going here?,4415,"[-0.01949184  0.03262008 -0.03852061 ...  0.00337835  0.00907704
 -0.00962959]"
10,"Video, Audio & Media in HTML",202.96,203.76000000000002, It is good.,4416,"[-0.00493161  0.01534153 -0.06417003 ... -0.00416696 -0.01563096
 -0.01188816]"
10,"Video, Audio & Media in HTML",203.76000000000002,205.68, So you can see that this is auto play here.,4417,"[-2.3041660e-02  8.2344710e-05 -6.2866570e-02 ... -1.7924853e-02
 -1.9421715e-02  3.4586120e-02]"
10,"Video, Audio & Media in HTML",205.68,206.24, Okay.,4418,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",206.24,207.84, So I will put auto play here.,4419,"[-0.02521773 -0.00846924 -0.06391024 ... -0.00418563 -0.02513459
  0.00685134]"
10,"Video, Audio & Media in HTML",207.84,210.64000000000001, And our next attribute is loop.,4420,"[-0.03721713  0.03709993 -0.04053238 ... -0.01865397  0.00866738
  0.01203001]"
10,"Video, Audio & Media in HTML",210.64000000000001,214.68, That is once our video is played.,4421,"[-0.0013705   0.01887794 -0.06468874 ... -0.01269599 -0.01254243
 -0.00978167]"
10,"Video, Audio & Media in HTML",214.68,216.04000000000002, Then it will be loop.,4422,"[-0.04123376  0.04291262 -0.03951108 ... -0.00342069  0.00708772
  0.02931206]"
10,"Video, Audio & Media in HTML",216.04000000000002,217.52, Like I will show you.,4423,"[-0.03600518  0.01903269 -0.05109288 ... -0.02166112 -0.02335339
 -0.03559376]"
10,"Video, Audio & Media in HTML",217.52,220.48000000000002, Where do you see the road of the market?,4424,"[-0.04200609 -0.00657274 -0.02581018 ... -0.00674491 -0.03006513
  0.00795162]"
10,"Video, Audio & Media in HTML",220.48000000000002,221.36, So this is again started.,4425,"[-0.01308125  0.0364256  -0.05357775 ...  0.00348961  0.01653647
  0.04088896]"
10,"Video, Audio & Media in HTML",221.36,223.08, Once I finished this.,4426,"[ 0.00722716  0.04938305 -0.03460728 ... -0.02757624 -0.04566082
  0.01759187]"
10,"Video, Audio & Media in HTML",223.08,224.4, So this is again started by myself.,4427,"[-0.0148021   0.04300626 -0.05562241 ... -0.02897584  0.00382597
  0.02286936]"
10,"Video, Audio & Media in HTML",224.4,224.68, Okay.,4428,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",224.68,227.36, So this loop works like this.,4429,"[-0.03289176  0.04177087 -0.05105058 ... -0.00432305  0.03063398
 -0.00980707]"
10,"Video, Audio & Media in HTML",227.36,228.76000000000002, Next attribute is muted.,4430,"[-0.01851441  0.01461429 -0.03174461 ...  0.01495423  0.01355705
  0.02533461]"
10,"Video, Audio & Media in HTML",228.76000000000002,230.12, Muted video is muted.,4431,"[-0.01949831  0.01456857 -0.04472371 ... -0.01821082 -0.01055503
  0.01927175]"
10,"Video, Audio & Media in HTML",230.12,231.92000000000002, So if I write here muted.,4432,"[-0.02917065  0.034634   -0.01488179 ... -0.00220457 -0.00265068
  0.02943575]"
10,"Video, Audio & Media in HTML",231.92000000000002,233.60000000000002, Sometimes we want the video to be muted.,4433,"[-0.02690074  0.0062644  -0.04497609 ... -0.00975432 -0.00493927
 -0.0111477 ]"
10,"Video, Audio & Media in HTML",233.60000000000002,237.08," In fact, when I add videos here on code with 3.com.",4434,"[-0.01746172 -0.00808666 -0.01869504 ...  0.00741759  0.01822103
 -0.01537627]"
10,"Video, Audio & Media in HTML",237.08,238.44000000000003, And I demonstrate something.,4435,"[-0.01856301  0.01750186 -0.04622306 ... -0.02602119 -0.03263135
 -0.0065071 ]"
10,"Video, Audio & Media in HTML",238.44000000000003,240.28, I am downloading VS code.,4436,"[-0.05457208  0.00536479 -0.07218537 ...  0.01931688 -0.00729358
 -0.00156059]"
10,"Video, Audio & Media in HTML",240.28,241.96, So I use muted attribute.,4437,"[-0.02363553  0.0141125  -0.02984554 ... -0.01894795  0.0079901
 -0.00227459]"
10,"Video, Audio & Media in HTML",241.96,244.12, But I don't want that when I recorded a video.,4438,"[-0.00493285  0.01192314 -0.07348344 ... -0.01405228 -0.01842703
  0.0141055 ]"
10,"Video, Audio & Media in HTML",244.12,246.12," If there is any background noise, they will tell you.",4439,"[-2.6244860e-02 -9.7645880e-05 -7.5521880e-02 ...  4.5537027e-03
  1.5843773e-02 -1.4141716e-02]"
10,"Video, Audio & Media in HTML",246.12,248.56," For example, I want to show you that this is the element.",4440,"[-0.02326168  0.01422452 -0.02891856 ...  0.00491802 -0.01896924
 -0.01965064]"
10,"Video, Audio & Media in HTML",248.56,250.12, So I will make a video by scrolling like this.,4441,"[-0.0599612   0.01533139 -0.02933139 ... -0.03531808  0.01472433
  0.01618488]"
10,"Video, Audio & Media in HTML",250.12,251.48000000000002, I will highlight it like this.,4442,"[-0.03365422  0.03847069 -0.02966604 ...  0.02297714  0.02104121
 -0.00628175]"
10,"Video, Audio & Media in HTML",251.48000000000002,252.52, So I don't want audio in it.,4443,"[-0.01873362  0.01449956 -0.07723235 ... -0.00720378 -0.00321856
  0.00977629]"
10,"Video, Audio & Media in HTML",252.52,254.12, So I will mute it.,4444,"[-0.02974516  0.03385474 -0.03080824 ... -0.01222674 -0.01006846
  0.01728242]"
10,"Video, Audio & Media in HTML",254.20000000000002,257.76, So you can use muted attribute in your websites.,4445,"[-0.02709313  0.01397583 -0.00395076 ...  0.00409686 -0.01869696
  0.0022895 ]"
10,"Video, Audio & Media in HTML",257.76,258.4, Then poster.,4446,"[-0.04493311  0.01719316 -0.03378566 ... -0.00068192 -0.01147082
 -0.00802844]"
10,"Video, Audio & Media in HTML",258.4,259.64, Poster is very important.,4447,"[-0.01453053 -0.00311931 -0.04039719 ... -0.00279455 -0.02943391
  0.00018469]"
10,"Video, Audio & Media in HTML",259.64,261.6, So I have an image here.,4448,"[-0.03244959  0.00610803 -0.05449926 ... -0.00750227 -0.03341382
 -0.01274252]"
10,"Video, Audio & Media in HTML",261.6,263.44, Download.jpg.,4449,"[-0.06342706  0.0279548  -0.05662397 ... -0.02226183 -0.04444681
 -0.0274181 ]"
10,"Video, Audio & Media in HTML",263.44,266.08, If I write here poster is equal to,4450,"[-0.04047264  0.00426456 -0.01483897 ...  0.01586561 -0.03063682
  0.03066515]"
10,"Video, Audio & Media in HTML",266.08,268.04, And I write download.jpg.,4451,"[-0.07579773  0.03259111 -0.05558966 ... -0.01054756 -0.04919851
 -0.01373198]"
10,"Video, Audio & Media in HTML",268.04,269.96, So you will see something like this.,4452,"[-0.02421161  0.03090452 -0.05304948 ...  0.01892281 -0.016423
  0.0246507 ]"
10,"Video, Audio & Media in HTML",269.96,270.24, Okay.,4453,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",270.24,270.96, This is how it looks.,4454,"[-0.02789173  0.03386526 -0.03918952 ...  0.00553557  0.00688937
 -0.00281941]"
10,"Video, Audio & Media in HTML",270.96,272.44, I will play it in poster.,4455,"[-0.02671454  0.01768168 -0.07139545 ... -0.01222574 -0.02396085
  0.00209242]"
10,"Video, Audio & Media in HTML",272.44,273.56, So the video will be played.,4456,"[-0.01836495  0.00915798 -0.07087475 ...  0.02341156 -0.01315214
  0.00775716]"
10,"Video, Audio & Media in HTML",273.56,274.56, So like a thumbnail.,4457,"[-0.04625009  0.01671539 -0.04634731 ... -0.01155129 -0.01681082
  0.00602888]"
10,"Video, Audio & Media in HTML",274.56,274.84000000000003, Okay.,4458,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",274.84000000000003,276.36, I have seen the thumbnail of YouTube video.,4459,"[-0.01907345  0.00283236 -0.05304782 ... -0.01292338 -0.01754139
  0.01485504]"
10,"Video, Audio & Media in HTML",276.36,278.36, This is the poster attribute.,4460,"[-0.04143072 -0.00204621 -0.03306458 ...  0.00148794 -0.02068946
  0.00067609]"
10,"Video, Audio & Media in HTML",278.36,280.88, So you can use these attributes.,4461,"[-0.03104615  0.02239935 -0.04853743 ... -0.00179708  0.00964046
  0.01126556]"
10,"Video, Audio & Media in HTML",280.88,282.88, You know that width and height,4462,"[-0.00585379  0.01710639 -0.05483701 ... -0.00385469  0.00729158
  0.06236515]"
10,"Video, Audio & Media in HTML",282.88,284.88, Specifies the dimension of the video.,4463,"[-0.03914419 -0.01278712 -0.06374944 ... -0.0223113  -0.01477216
 -0.00823019]"
10,"Video, Audio & Media in HTML",284.88,286.88, Like I have seen width and height.,4464,"[-0.00753543  0.01167382 -0.06214708 ... -0.01416828  0.00260978
  0.03289711]"
10,"Video, Audio & Media in HTML",286.88,289.88, So I hope you have understood this.,4465,"[ 0.00069646  0.01621513 -0.05690464 ...  0.00192821 -0.0205202
 -0.01045711]"
10,"Video, Audio & Media in HTML",289.88,293.88, Now what I want to tell you after this is audio.,4466,"[-0.02264218  0.03173513 -0.07463491 ... -0.03097599 -0.00480571
  0.00012977]"
10,"Video, Audio & Media in HTML",293.88,295.88, So this is all the attributes of the video.,4467,"[-0.00526451 -0.00102535 -0.05901878 ...  0.00955688 -0.01564613
  0.02734194]"
10,"Video, Audio & Media in HTML",295.88,296.88, It is straight forward.,4468,"[-0.01538238  0.01303904 -0.05630596 ...  0.00236969 -0.00161482
 -0.03689274]"
10,"Video, Audio & Media in HTML",296.88,298.88, I want you to make a website.,4469,"[-0.03572242  0.01827201 -0.05157606 ...  0.00320962 -0.04253164
 -0.01330711]"
10,"Video, Audio & Media in HTML",298.88,301.88, Which I am going to give you at the end of this video.,4470,"[-0.04686766  0.00732515 -0.05017339 ... -0.02568997 -0.03458498
 -0.01187723]"
10,"Video, Audio & Media in HTML",301.88,302.88, In quick quiz.,4471,"[-0.05075238  0.07339355 -0.02914693 ... -0.00324381 -0.00868323
 -0.02844935]"
10,"Video, Audio & Media in HTML",302.88,303.88, So listen to the quick quiz.,4472,"[-0.04619073  0.05532679 -0.05902105 ... -0.01513931 -0.01459184
  0.00077547]"
10,"Video, Audio & Media in HTML",303.88,306.88," In fact, I will put a quick quiz from the heading.",4473,"[-0.05572405  0.05296161 -0.03034308 ...  0.00879342 -0.00636946
 -0.04712354]"
10,"Video, Audio & Media in HTML",306.88,308.88, So that I don't forget.,4474,"[-0.03090388  0.0497315  -0.05232311 ... -0.00080076 -0.02146505
 -0.0326132 ]"
10,"Video, Audio & Media in HTML",308.88,309.88, I will give you this right now.,4475,"[-0.03146059  0.06468837 -0.05774254 ...  0.00826022 -0.04045767
 -0.04153259]"
10,"Video, Audio & Media in HTML",309.88,311.88, And this is going to be a fun quiz.,4476,"[-0.02515202  0.05404552 -0.02872506 ...  0.01593001 -0.02214167
  0.01692194]"
10,"Video, Audio & Media in HTML",311.88,313.88, And everyone should solve this.,4477,"[ 0.0158949   0.028625   -0.03725029 ...  0.01651618 -0.0239814
  0.05563569]"
10,"Video, Audio & Media in HTML",313.88,315.88, But before that.,4478,"[-0.00914089  0.06412566 -0.04002296 ... -0.02842896  0.0183657
 -0.00077838]"
10,"Video, Audio & Media in HTML",315.88,317.88," As you write audio here, SRC comes.",4479,"[-0.03498322  0.05724292 -0.05793728 ...  0.00467664  0.01414698
  0.02779079]"
10,"Video, Audio & Media in HTML",317.88,319.88, And I am putting SRC in Sachin.mp3.,4480,"[-0.06250896 -0.01487092 -0.04180119 ...  0.00399734 -0.00438657
  0.00898179]"
10,"Video, Audio & Media in HTML",319.88,321.88, So I will put it in Sachin.mp3.,4481,"[-0.04543091 -0.03304872 -0.05069005 ...  0.00552997 -0.01864115
 -0.00460309]"
10,"Video, Audio & Media in HTML",321.88,322.88, Now look here.,4482,"[-0.01496922  0.03683566 -0.03841602 ...  0.00714862 -0.00186921
  0.00128371]"
10,"Video, Audio & Media in HTML",322.88,324.88, I will reload it.,4483,"[-0.03046957  0.03078596 -0.05121767 ... -0.01841396 -0.02203358
  0.01758137]"
10,"Video, Audio & Media in HTML",324.88,326.88, And here audio is not here.,4484,"[-0.01594223  0.02266811 -0.06415434 ... -0.0015751   0.01396969
  0.00734255]"
10,"Video, Audio & Media in HTML",326.88,327.88, Which is strange.,4485,"[-0.02780594  0.01799717 -0.0585725  ... -0.0394819  -0.00648096
  0.01530659]"
10,"Video, Audio & Media in HTML",327.88,328.88, Let me see what is the problem here.,4486,"[-0.01128277  0.02086743 -0.05525218 ... -0.01021442  0.00045293
  0.00591873]"
10,"Video, Audio & Media in HTML",328.88,330.88, I will not put SRC equal to many.,4487,"[-0.03901809  0.02353024 -0.07128591 ... -0.01719785  0.00837968
  0.0328295 ]"
10,"Video, Audio & Media in HTML",330.88,332.88, I will have to write controls here.,4488,"[-0.04213052  0.02735786 -0.04254997 ...  0.04293532 -0.01446907
  0.00955869]"
10,"Video, Audio & Media in HTML",332.88,334.88," So if I write with controls, then I will not see audio.",4489,"[-0.04462156  0.0266055  -0.0374881  ...  0.02694318 -0.02032723
  0.02002815]"
10,"Video, Audio & Media in HTML",334.88,335.88," Look, now the audio is here.",4490,"[-0.00711404  0.01022809 -0.06552037 ...  0.00308707  0.00072346
  0.00322812]"
10,"Video, Audio & Media in HTML",335.88,336.88, I have seen controls here.,4491,"[-0.01091637  0.00134441 -0.05862995 ...  0.0086975   0.00379634
  0.0024217 ]"
10,"Video, Audio & Media in HTML",336.88,338.88, I can set the volume of this.,4492,"[ 0.00207623  0.01755882 -0.04209827 ... -0.03083177  0.01001818
  0.00793187]"
10,"Video, Audio & Media in HTML",338.88,339.88, So I will play this audio.,4493,"[-0.02941026  0.02910437 -0.0750754  ... -0.01362952 -0.01141332
  0.010183  ]"
10,"Video, Audio & Media in HTML",339.88,341.88, What is Sachin in Sachin?,4494,"[-0.01760814 -0.07156187 -0.02389975 ... -0.01582907  0.02390858
  0.01458735]"
10,"Video, Audio & Media in HTML",341.88,342.88, It is 90 Sachin.,4495,"[-0.02728941 -0.04477639 -0.03651503 ... -0.00923166  0.03461189
  0.02400132]"
10,"Video, Audio & Media in HTML",342.88,343.88, Okay.,4496,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",343.88,344.88, So this is audio.,4497,"[-0.01825758  0.01667987 -0.06831913 ... -0.01807148  0.01616807
  0.00680382]"
10,"Video, Audio & Media in HTML",344.88,346.88," If I mute it, then it will not work.",4498,"[-0.0084371   0.04127714 -0.04692538 ... -0.00685861  0.01186469
 -0.00604899]"
10,"Video, Audio & Media in HTML",346.88,347.88, And I can increase it further.,4499,"[-0.03092634  0.05918886 -0.03801881 ... -0.04275285 -0.00286916
  0.02953426]"
10,"Video, Audio & Media in HTML",347.88,348.88, 90 Sachin.,4500,"[-0.03444291 -0.03944458 -0.03114784 ... -0.01304402  0.02704937
  0.02286241]"
10,"Video, Audio & Media in HTML",348.88,349.88, Okay.,4501,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",349.88,350.88, You have seen it.,4502,"[-0.00200395  0.03998641 -0.05314659 ...  0.00177303 -0.03093815
  0.04607188]"
10,"Video, Audio & Media in HTML",350.88,351.88, So this is Sachin.mp3.,4503,"[-0.03885124 -0.0369888  -0.03526804 ...  0.01390504  0.01290871
  0.00263223]"
10,"Video, Audio & Media in HTML",351.88,352.88, What is the audio?,4504,"[-0.02392102  0.01609939 -0.07042697 ... -0.03395143  0.00634429
 -0.00958971]"
10,"Video, Audio & Media in HTML",352.88,353.88, Now what we will do?,4505,"[-0.00747074  0.06447765 -0.02029926 ... -0.01847645 -0.0222768
  0.0073225 ]"
10,"Video, Audio & Media in HTML",353.88,355.88, We will see some attributes of this audio.,4506,"[-0.00392874  0.0266942  -0.07889599 ... -0.00221387 -0.00800585
 -0.00312207]"
10,"Video, Audio & Media in HTML",355.88,357.88, You know from SRC that source.,4507,"[-0.04019808  0.03270692 -0.05947967 ... -0.01730862 -0.00555341
 -0.00693776]"
10,"Video, Audio & Media in HTML",357.88,358.88, Video file.,4508,"[-0.02449649  0.00168759 -0.05367098 ... -0.00204845 -0.03861022
 -0.00882273]"
10,"Video, Audio & Media in HTML",358.88,359.88, Okay.,4509,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",359.88,361.88," Then after this, you know controls.",4510,"[-0.00218262 -0.001083   -0.04984071 ...  0.01485084  0.00167546
  0.01276906]"
10,"Video, Audio & Media in HTML",361.88,362.88," Play, pause, volume.",4511,"[ 0.00153291  0.0044283  -0.07900931 ... -0.00986362  0.00369942
  0.01850561]"
10,"Video, Audio & Media in HTML",362.88,363.88, Which we just saw.,4512,"[-0.01111691  0.05522599 -0.03033077 ... -0.02168673 -0.01644571
 -0.00061105]"
10,"Video, Audio & Media in HTML",363.88,364.88, What will auto play?,4513,"[-0.02678899 -0.02122542 -0.06110969 ... -0.01712638 -0.03575746
  0.01530012]"
10,"Video, Audio & Media in HTML",364.88,365.88, It will automatically play.,4514,"[-0.02402032  0.0192471  -0.07077647 ... -0.00487257 -0.02675372
  0.01117717]"
10,"Video, Audio & Media in HTML",365.88,367.88, If I play here.,4515,"[-0.01676894  0.02154648 -0.08007459 ... -0.02871802 -0.00855756
  0.01710673]"
10,"Video, Audio & Media in HTML",367.88,368.88, What is Sachin in Sachin?,4516,"[-0.01760814 -0.07156187 -0.02389975 ... -0.01582907  0.02390858
  0.01458735]"
10,"Video, Audio & Media in HTML",368.88,369.88, It will automatically play.,4517,"[-0.02402032  0.0192471  -0.07077647 ... -0.00487257 -0.02675372
  0.01117717]"
10,"Video, Audio & Media in HTML",369.88,370.88, Okay.,4518,"[-0.00904059  0.03180174 -0.04509027 ...  0.00481282 -0.04043577
  0.0125131 ]"
10,"Video, Audio & Media in HTML",370.88,372.88, So what will auto play?,4519,"[-0.03191914 -0.02228321 -0.05897773 ... -0.01579373 -0.0349286
  0.01029107]"
10,"Video, Audio & Media in HTML",372.88,373.88, It will automatically play.,4520,"[-0.02402032  0.0192471  -0.07077647 ... -0.00487257 -0.02675372
  0.01117717]"
10,"Video, Audio & Media in HTML",373.88,374.88, This is our audio.,4521,"[-0.01481968  0.02448964 -0.05526418 ... -0.02409921  0.01182476
 -0.01237665]"
10,"Video, Audio & Media in HTML",374.88,377.88," After this, the next attribute is loop.",4522,"[-0.04371636  0.01297866 -0.03971263 ... -0.00529697  0.02782289
  0.01148134]"
