number,title,start,end,text
8,Inline & Block Elements in HTML,38.0,45.0," Because as soon as the videos are being made, the code and video are being added to the playlist."
8,Inline & Block Elements in HTML,45.0,50.0, Now I will quickly make a folder called Video 8.
8,Inline & Block Elements in HTML,50.0,53.0, So I have already added 7 videos here.
8,Inline & Block Elements in HTML,53.0,57.0, I will make a video 8 and open it in VS Code.
8,Inline & Block Elements in HTML,57.0,65.0," After opening it, I will tell you about the index and block elements by turning on index.html."
8,Inline & Block Elements in HTML,65.0,71.0, I have entered the exclamation mark and I could type this but I will not do it because it is a Y type.
8,Inline & Block Elements in HTML,71.0,74.0, I will write here inline and block elements.
8,Inline & Block Elements in HTML,74.0,79.0, I have told you a little about this but I will add more details to it.
8,Inline & Block Elements in HTML,79.0,82.0, What are the inline elements and why I want to use them.
8,Inline & Block Elements in HTML,82.0,87.0," So look at the inline elements, they are only the amount of width that is required."
8,Inline & Block Elements in HTML,87.0,90.0, Do block elements not take as much width as required? No.
8,Inline & Block Elements in HTML,90.0,92.0, They say we need the entire width.
8,Inline & Block Elements in HTML,92.0,96.0, Some people just sit with the file and the block elements are like that.
8,Inline & Block Elements in HTML,96.0,98.0, I will tell you what is the difference between them.
8,Inline & Block Elements in HTML,98.0,103.0," To explain this difference, I will cheat a little and add CSS."
8,Inline & Block Elements in HTML,103.0,106.0, You might ask why I am not teaching CSS?
8,Inline & Block Elements in HTML,106.0,110.0, I am adding CSS only as much as it is required.
8,Inline & Block Elements in HTML,110.0,116.0, I will write P and enter here.
8,Inline & Block Elements in HTML,116.0,119.0, Let us say I am a para.
8,Inline & Block Elements in HTML,119.0,123.0, I will tell you to give P as background color.
8,Inline & Block Elements in HTML,123.0,125.0, Let us say blue.
8,Inline & Block Elements in HTML,125.0,129.0, I will give you a good color choice.
8,Inline & Block Elements in HTML,129.0,132.0, Now you can see that I have given a color to para graph.
8,Inline & Block Elements in HTML,132.0,134.0, I will also add anchor tag.
8,Inline & Block Elements in HTML,134.0,138.0, I will add href is equal to google.com.
8,Inline & Block Elements in HTML,138.0,140.0, I will add sttps to it.
8,Inline & Block Elements in HTML,140.0,145.0, I will write google.com.
8,Inline & Block Elements in HTML,145.0,150.0, And I will give the anchor tag in background color.
8,Inline & Block Elements in HTML,150.0,152.0, I will give background color red.
8,Inline & Block Elements in HTML,152.0,154.0, But I will not do red.
8,Inline & Block Elements in HTML,154.0,157.0, I can choose any color in the spectrum.
8,Inline & Block Elements in HTML,157.0,159.0, How did you like the Ninja tagging?
8,Inline & Block Elements in HTML,159.0,163.0," If you already know Ninja tagging, then comment."
8,Inline & Block Elements in HTML,163.0,169.0, You can see that I have given the anchor tag in background color.
8,Inline & Block Elements in HTML,169.0,173.0, I have changed it to red.
8,Inline & Block Elements in HTML,173.0,175.0, I have added it to red orange.
8,Inline & Block Elements in HTML,175.0,177.0, And I have added blue.
8,Inline & Block Elements in HTML,177.0,179.0, Now you can see the difference.
8,Inline & Block Elements in HTML,179.0,184.0," I will click here and as soon as I click here, you can see that the background color is the same as the entire width."
8,Inline & Block Elements in HTML,184.0,187.0, But it is the same as the element.
8,Inline & Block Elements in HTML,187.0,188.0, Why did this happen?
8,Inline & Block Elements in HTML,188.0,191.0, Because this is the paragraph block element.
8,Inline & Block Elements in HTML,191.0,193.0, And our anchor tag is inline element.
8,Inline & Block Elements in HTML,193.0,196.0, Inline elements are only taken as much as they want.
8,Inline & Block Elements in HTML,196.0,198.0, Block elements are taken as the entire width.
8,Inline & Block Elements in HTML,198.0,200.0, And the next content comes below them.
8,Inline & Block Elements in HTML,200.0,203.0," When they come below the entire width, then the next content will come below them."
8,Inline & Block Elements in HTML,203.0,206.0," Along with that, if I talk about dev, what is that?"
8,Inline & Block Elements in HTML,206.0,208.0, A block element.
8,Inline & Block Elements in HTML,208.0,210.0, I am a block element.
8,Inline & Block Elements in HTML,210.0,213.0, And span is like a dev.
8,Inline & Block Elements in HTML,213.0,215.0, But it is an inline element.
8,Inline & Block Elements in HTML,215.0,218.0, I am span and I am inline.
8,Inline & Block Elements in HTML,218.0,223.0," And if I click here and write yes, he is inline."
8,Inline & Block Elements in HTML,223.0,225.0, So you can see here.
8,Inline & Block Elements in HTML,225.0,227.0, I will zoom out the code.
8,Inline & Block Elements in HTML,227.0,229.0, So if I write it in new line.
8,Inline & Block Elements in HTML,229.0,231.0," By the way, I will tell you how many spaces I have given."
8,Inline & Block Elements in HTML,231.0,233.0, This will not be added in my content.
8,Inline & Block Elements in HTML,233.0,236.0, Because HTML is more than one space.
8,Inline & Block Elements in HTML,236.0,238.0, And it does not include it.
8,Inline & Block Elements in HTML,238.0,242.0," If you want to give spaces, you can write amper and nbsp."
8,Inline & Block Elements in HTML,242.0,244.0, I will tell you about that.
8,Inline & Block Elements in HTML,244.0,246.0, But now I want to show you how it works.
8,Inline & Block Elements in HTML,246.0,248.0, So see what happened?
8,Inline & Block Elements in HTML,248.0,250.0, I have written amper.
8,Inline & Block Elements in HTML,250.0,252.0, A block element.
8,Inline & Block Elements in HTML,252.0,254.0, The next content will come below.
8,Inline & Block Elements in HTML,254.0,257.0, I have written this as much as it is necessary.
8,Inline & Block Elements in HTML,257.0,261.0, And the next content is that I want the entire width.
8,Inline & Block Elements in HTML,261.0,263.0, So it will not come here.
8,Inline & Block Elements in HTML,263.0,265.0, It will come in the next line.
8,Inline & Block Elements in HTML,265.0,267.0, Because it says that I want the entire width.
8,Inline & Block Elements in HTML,267.0,269.0, So it will not come in the next line.
8,Inline & Block Elements in HTML,269.0,271.0, Because how will it come in this line?
8,Inline & Block Elements in HTML,271.0,273.0, It will take the entire width.
8,Inline & Block Elements in HTML,273.0,275.0," If I give it a background color, it will be in the entire width."
8,Inline & Block Elements in HTML,275.0,277.0, I will give it a yellow color.
8,Inline & Block Elements in HTML,277.0,279.0, It has a background color.
8,Inline & Block Elements in HTML,279.0,281.0, And I give it a background color.
8,Inline & Block Elements in HTML,281.0,285.0," And you see here, this yellow is the entire width."
8,Inline & Block Elements in HTML,285.0,290.0," Along with that, I can keep the span and anchor tag in the same line."
8,Inline & Block Elements in HTML,290.0,292.0, Because it is an inline element.
8,Inline & Block Elements in HTML,292.0,294.0, So the only width is as much as it is necessary.
8,Inline & Block Elements in HTML,294.0,298.0, And it gives the opportunity to come in its own width.
8,Inline & Block Elements in HTML,298.0,302.0," As you saw here, this span also gave the opportunity to come in its own width."
8,Inline & Block Elements in HTML,302.0,305.0, Now will the anchor tag be inline?
8,Inline & Block Elements in HTML,305.0,307.0, Will the paragraph tag always block?
8,Inline & Block Elements in HTML,307.0,308.0, Will this always happen?
8,Inline & Block Elements in HTML,308.0,310.0," The answer is no, you can change it."
8,Inline & Block Elements in HTML,310.0,315.0, You can set a particular element of the display property from the CSS.
8,Inline & Block Elements in HTML,315.0,317.0," And if you set the display property,"
8,Inline & Block Elements in HTML,317.0,320.0, It is not necessary that the inline element will be blocked.
8,Inline & Block Elements in HTML,320.0,322.0, And the block element will be blocked.
8,Inline & Block Elements in HTML,322.0,324.0, It can be inline.
8,Inline & Block Elements in HTML,324.0,325.0, We will see this in the CSS.
8,Inline & Block Elements in HTML,325.0,327.0, Now I want to pinpoint one thing quickly.
8,Inline & Block Elements in HTML,327.0,329.0, The video of the forms was video 7.
8,Inline & Block Elements in HTML,329.0,332.0, But I have put it in the folder called video 6.
8,Inline & Block Elements in HTML,332.0,334.0, So I will do video 7.
8,Inline & Block Elements in HTML,334.0,336.0, And now it is video 8.
8,Inline & Block Elements in HTML,336.0,338.0, What we are doing now is video 8.
8,Inline & Block Elements in HTML,338.0,340.0, And nothing is in video 7.
8,Inline & Block Elements in HTML,340.0,343.0, So I will quickly structure it here.
8,Inline & Block Elements in HTML,343.0,344.0, Don't worry about it.
8,Inline & Block Elements in HTML,344.0,346.0, I hope you are getting a lot of learnings.
8,Inline & Block Elements in HTML,346.0,349.0, A lot of people have pointed this thing in the comments.
8,Inline & Block Elements in HTML,349.0,350.0, I will fix it.
8,Inline & Block Elements in HTML,350.0,352.0, But I think that doesn't affect us in any way.
8,Inline & Block Elements in HTML,352.0,353.0, Because you are getting it.
8,Inline & Block Elements in HTML,353.0,358.0, And the folder you will get from the source code will be correct.
8,Inline & Block Elements in HTML,358.0,362.0," Along with that, go to codewithary.com and download the notes."
8,Inline & Block Elements in HTML,362.0,365.0, And that will be a complementary source for you.
8,Inline & Block Elements in HTML,365.0,367.0, But I am explaining everything step by step.
8,Inline & Block Elements in HTML,367.0,369.0, So don't worry about it.
8,Inline & Block Elements in HTML,369.0,371.0, So this is our inline and block elements.
8,Inline & Block Elements in HTML,371.0,374.0, Now which elements are inline and which blocks are inline.
8,Inline & Block Elements in HTML,374.0,375.0, How will you know?
8,Inline & Block Elements in HTML,375.0,377.0, You will know how div is block and span is inline.
8,Inline & Block Elements in HTML,377.0,379.0, So this comes with practice.
8,Inline & Block Elements in HTML,379.0,382.0, But I have made a list of inline and block elements for you.
8,Inline & Block Elements in HTML,382.0,384.0, Here is the list of block elements.
8,Inline & Block Elements in HTML,384.0,388.0, In which I have written the most commonly used elements.
8,Inline & Block Elements in HTML,388.0,389.0, Like div is used the most.
8,Inline & Block Elements in HTML,389.0,390.0, Then it is a paragraph.
8,Inline & Block Elements in HTML,390.0,392.0," And if you come to the end, you will get such elements."
8,Inline & Block Elements in HTML,392.0,393.0, Which may not be used a lot.
8,Inline & Block Elements in HTML,393.0,395.0, Maybe you don't even know about them.
8,Inline & Block Elements in HTML,395.0,397.0, But you will know later.
8,Inline & Block Elements in HTML,397.0,399.0, And tell all the elements that are not possible for me.
8,Inline & Block Elements in HTML,399.0,401.0, So you have to do some self-learning.
8,Inline & Block Elements in HTML,401.0,403.0, Definitely there are a lot of such elements.
8,Inline & Block Elements in HTML,403.0,406.0, Which will come in very less use.
8,Inline & Block Elements in HTML,406.0,408.0, But the most commonly used ones will be shown to you.
8,Inline & Block Elements in HTML,408.0,411.0, Then I have made a list of inline elements.
8,Inline & Block Elements in HTML,411.0,413.0, So you have to refer this comprehensive list.
8,Inline & Block Elements in HTML,413.0,417.0, Here I have made a file named comprehensive list.txt.
8,Inline & Block Elements in HTML,417.0,419.0, So refer this file.
8,Inline & Block Elements in HTML,419.0,423.0, And you should not have any false space in the code.
8,Inline & Block Elements in HTML,423.0,425.0, I was telling you that there is no space in it.
8,Inline & Block Elements in HTML,425.0,429.0," In fact, if you write and document, then your document will be formatted."
8,Inline & Block Elements in HTML,429.0,431.0, Write a good code.
8,Inline & Block Elements in HTML,431.0,435.0," Write a code that in the coming time, when your grandson opens your laptop."
8,Inline & Block Elements in HTML,435.0,439.0," And if they get this code, they say that grandfather used to write a good code."
8,Inline & Block Elements in HTML,439.0,442.0, They would not say that grandfather used to put such a space.
8,Inline & Block Elements in HTML,442.0,444.0, Then grandfather used to do this.
8,Inline & Block Elements in HTML,444.0,446.0, They would do this.
8,Inline & Block Elements in HTML,446.0,449.0, So you would want that you be handed over in good words.
8,Inline & Block Elements in HTML,449.0,451.0, So write a good code.
8,Inline & Block Elements in HTML,451.0,454.0, So that your grandson can hear you very good things.
8,Inline & Block Elements in HTML,454.0,457.0," Now here through HTML comments, I want to give you a quiz."
8,Inline & Block Elements in HTML,457.0,461.0," And this quiz is that without using br tag, write a vertically aligned form."
8,Inline & Block Elements in HTML,461.0,463.0, Asking for name city.
8,Inline & Block Elements in HTML,463.0,465.0, And here I have added one more thing.
8,Inline & Block Elements in HTML,465.0,467.0, I will show you. I will turn on the word wrap.
8,Inline & Block Elements in HTML,467.0,469.0," But look, name city and pin code off."
8,Inline & Block Elements in HTML,469.0,470.0, So write a form.
8,Inline & Block Elements in HTML,470.0,472.0," Because in the last video, we read about the form."
8,Inline & Block Elements in HTML,472.0,474.0, You have to write this form.
8,Inline & Block Elements in HTML,474.0,476.0, How will you make it?
8,Inline & Block Elements in HTML,476.0,477.0, You should know.
8,Inline & Block Elements in HTML,477.0,481.0," And along with that, I want everyone to answer this in the comment section."
8,Inline & Block Elements in HTML,481.0,482.0, Everyone.
8,Inline & Block Elements in HTML,482.0,483.0, This is our first quiz.
8,Inline & Block Elements in HTML,483.0,486.0, So I want you to make a two-way interaction.
8,Inline & Block Elements in HTML,486.0,489.0, Do write your code in the comment section.
8,Inline & Block Elements in HTML,489.0,492.0, And tell me which element you used.
8,Inline & Block Elements in HTML,492.0,494.0, What is the element of the inline element?
8,Inline & Block Elements in HTML,494.0,496.0, What is the element of the block element?
8,Inline & Block Elements in HTML,496.0,498.0, What is the element of the block element?
8,Inline & Block Elements in HTML,498.0,500.0, You can tell me in the explanation comment section.
8,Inline & Block Elements in HTML,500.0,502.0," In the upcoming videos, we will also see that using CSS,"
8,Inline & Block Elements in HTML,502.0,505.0," How can you set inline flex, inline block,"
8,Inline & Block Elements in HTML,505.0,507.0, This kind of display property.
8,Inline & Block Elements in HTML,507.0,509.0, And what is the difference in that.
8,Inline & Block Elements in HTML,509.0,511.0, So we will see all these things in the upcoming videos.
8,Inline & Block Elements in HTML,511.0,514.0," I want to tell you that if you are following this course,"
8,Inline & Block Elements in HTML,514.0,516.0, You will be a great web developer.
8,Inline & Block Elements in HTML,516.0,519.0, And don't think that the videos are long.
8,Inline & Block Elements in HTML,519.0,521.0, And our success is going on for a long time.
8,Inline & Block Elements in HTML,521.0,523.0, I want to tell you that you are beginner friendly.
8,Inline & Block Elements in HTML,523.0,524.0, I am making a course.
8,Inline & Block Elements in HTML,524.0,526.0," And along with that, I want to tell you that"
8,Inline & Block Elements in HTML,526.0,528.0, People will tell you in life that you are doing this.
8,Inline & Block Elements in HTML,528.0,529.0, We are having fun.
8,Inline & Block Elements in HTML,529.0,530.0, You are studying.
8,Inline & Block Elements in HTML,530.0,531.0, You are doing this.
8,Inline & Block Elements in HTML,531.0,532.0, You are doing this.
8,Inline & Block Elements in HTML,532.0,534.0, Do you know what is the thing that people will never say to you?
8,Inline & Block Elements in HTML,534.0,536.0, That you are blessed.
8,Inline & Block Elements in HTML,536.0,539.0, No one will say that you got a Sigma web development course.
8,Inline & Block Elements in HTML,539.0,542.0, You are living at a time in which you get such a comprehensive course
8,Inline & Block Elements in HTML,542.0,543.0, In Hindi and Hindi.
8,Inline & Block Elements in HTML,543.0,545.0, No one will tell you that you are blessed.
8,Inline & Block Elements in HTML,545.0,547.0, People will say that I am going to watch a movie.
8,Inline & Block Elements in HTML,547.0,548.0, I am going to watch this.
8,Inline & Block Elements in HTML,548.0,549.0, You are studying.
8,Inline & Block Elements in HTML,549.0,550.0, What is it?
8,Inline & Block Elements in HTML,550.0,551.0, You mean that you are bored.
8,Inline & Block Elements in HTML,551.0,552.0, People will say this.
8,Inline & Block Elements in HTML,552.0,556.0, But they will not tell you that you are blessed to find this course.
8,Inline & Block Elements in HTML,556.0,558.0, And you are blessed that you are watching.
8,Inline & Block Elements in HTML,558.0,560.0, You are blessed that you are not distracted.
8,Inline & Block Elements in HTML,560.0,562.0," And in the coming time, when you look back,"
8,Inline & Block Elements in HTML,562.0,565.0, You will realize that you are blessed.
8,Inline & Block Elements in HTML,565.0,567.0, I myself say that I am blessed.
8,Inline & Block Elements in HTML,567.0,569.0, I studied at the time of I.T.J.
8,Inline & Block Elements in HTML,569.0,570.0, I did so much.
8,Inline & Block Elements in HTML,570.0,572.0, I changed everything.
8,Inline & Block Elements in HTML,572.0,573.0, You will not tell this.
8,Inline & Block Elements in HTML,573.0,577.0, No one will tell you that it is worth the sacrifice that you are doing.
8,Inline & Block Elements in HTML,577.0,579.0," I am telling you that the success that you are getting in life,"
8,Inline & Block Elements in HTML,579.0,581.0, They have sacrificed their lives.
8,Inline & Block Elements in HTML,581.0,582.0, Take any name.
8,Inline & Block Elements in HTML,582.0,583.0, They have sacrificed somewhere.
8,Inline & Block Elements in HTML,583.0,584.0, They have sacrificed a lot.
8,Inline & Block Elements in HTML,584.0,588.0, And people will never tell you that this sacrifice is worth it.
8,Inline & Block Elements in HTML,588.0,589.0, You keep working hard.
8,Inline & Block Elements in HTML,589.0,590.0, You are doing absolutely right.
8,Inline & Block Elements in HTML,590.0,592.0, Don't think that you are missing out on this.
8,Inline & Block Elements in HTML,592.0,593.0, You are missing out on that.
8,Inline & Block Elements in HTML,593.0,594.0, Everything is done.
8,Inline & Block Elements in HTML,594.0,595.0, I had to get this advice.
8,Inline & Block Elements in HTML,595.0,597.0, This note is 4-5-100 rupees.
8,Inline & Block Elements in HTML,597.0,598.0, Which I did not get.
8,Inline & Block Elements in HTML,598.0,599.0, But it is okay.
8,Inline & Block Elements in HTML,599.0,600.0, Let's move forward.
8,Inline & Block Elements in HTML,600.0,601.0, I will do one thing.
8,Inline & Block Elements in HTML,601.0,603.0, I will add a color to the span.
8,Inline & Block Elements in HTML,603.0,604.0, I will write a span here.
8,Inline & Block Elements in HTML,604.0,606.0, And I will add a background color here.
8,Inline & Block Elements in HTML,606.0,607.0, I will add a color here.
8,Inline & Block Elements in HTML,607.0,608.0, I will add a blue violet color.
8,Inline & Block Elements in HTML,608.0,609.0, I will reduce it a little.
8,Inline & Block Elements in HTML,609.0,611.0, I will click here and hover.
8,Inline & Block Elements in HTML,611.0,612.0, Like this.
8,Inline & Block Elements in HTML,612.0,613.0, And now you will see here.
8,Inline & Block Elements in HTML,613.0,614.0, So look at this.
8,Inline & Block Elements in HTML,614.0,616.0, This is how it has been highlighted.
8,Inline & Block Elements in HTML,616.0,617.0, So for now in this video.
8,Inline & Block Elements in HTML,617.0,620.0, I hope you have understood what the difference is on the inline and lock elements.
8,Inline & Block Elements in HTML,620.0,621.0, Access the playlist.
8,Inline & Block Elements in HTML,621.0,622.0, Like the video.
8,Inline & Block Elements in HTML,622.0,624.0, Please access the code too.
8,Inline & Block Elements in HTML,624.0,625.0, Do the same in your village.
8,Inline & Block Elements in HTML,625.0,627.0, Thank you so much for watching this video.
8,Inline & Block Elements in HTML,627.0,630.0, And I will see you next time.
8,Inline & Block Elements in HTML,636.0,637.0, Bye.
9,Id & Classes in HTML,0.0,3.04," In this video, I will tell you what are ID and classes."
9,Id & Classes in HTML,3.04,7.36, The concept of ID and classes is one of the concepts that are confused.
9,Id & Classes in HTML,7.36,12.24," In fact, when I was learning HTML in my early days, I was confused in the ID and classes."
9,Id & Classes in HTML,12.24,14.120000000000001, ID means unique identifier.
9,Id & Classes in HTML,14.120000000000001,18.8," If you give an ID to an element, you will not give it to another element."
9,Id & Classes in HTML,18.8,24.0," But the meaning of the class is that if you want to give multiple elements to a property,"
9,Id & Classes in HTML,24.0,25.560000000000002, you will give it multiple classes.
9,Id & Classes in HTML,25.560000000000002,29.76," For example, you can give a class called red, a div, and a form."
9,Id & Classes in HTML,29.76,35.24," Similarly, you can give an article and header tag of BG Red Nam class."
9,Id & Classes in HTML,35.24,41.72, Do like this video because we will go into the computer screen and we will see these things very closely.
9,Id & Classes in HTML,41.72,43.120000000000005, Let's roll the intro.
9,Id & Classes in HTML,52.64,54.44," Alright guys, I am back."
9,Id & Classes in HTML,54.44,58.92," If you have not accessed the Sigma Web Development codes, then access the playlist."
9,Id & Classes in HTML,58.92,61.199999999999996, Click here and save the file.
9,Id & Classes in HTML,61.199999999999996,63.879999999999995, And the source code is also being uploaded on GitHub.
9,Id & Classes in HTML,63.879999999999995,68.36, Now I will come here in the folder and make a folder of video number 9.
9,Id & Classes in HTML,68.36,70.56, I will make a folder of video 9.
9,Id & Classes in HTML,70.56,77.2," I will write video 9 and after making a folder of video 9, I will shift right click and open with code."
9,Id & Classes in HTML,77.2,79.8, And here you can see that this is open in BS code.
9,Id & Classes in HTML,79.8,82.16, I will write index.html here.
9,Id & Classes in HTML,82.16,84.12, I will put exclamation mark and enter.
9,Id & Classes in HTML,84.12,89.0, And now I will tell you what are ID and classes.
9,Id & Classes in HTML,89.0,91.08, You will have a basic card or not.
9,Id & Classes in HTML,91.08,92.96000000000001," If you do not have any ID, then you will have no ID."
9,Id & Classes in HTML,92.96000000000001,94.96000000000001, Now do not write in the comments that I do not have ID.
9,Id & Classes in HTML,94.96000000000001,98.12," Whenever you go to any place, you have to show ID."
9,Id & Classes in HTML,98.12,101.60000000000001," In some of the cases, to prove your identity."
9,Id & Classes in HTML,101.60000000000001,102.92, Here I am.
9,Id & Classes in HTML,102.92,109.52000000000001," Now if you want to understand ID and classes in the restaurant, then ID is your identity."
9,Id & Classes in HTML,109.52000000000001,111.76," Okay, what is your identity?"
9,Id & Classes in HTML,111.76,113.24000000000001, So listen to a story here.
9,Id & Classes in HTML,113.88,116.44, This is John and this is Harry.
9,Id & Classes in HTML,116.44,118.6, These are very good friends.
9,Id & Classes in HTML,118.6,120.28, They are very good friends.
9,Id & Classes in HTML,120.28,124.91999999999999, They do not share their lunch and the rest are good friends.
9,Id & Classes in HTML,124.91999999999999,129.48, They are not in the matter of food and they are friends in other matters.
9,Id & Classes in HTML,129.48,134.4, Now you can see that John and Harry have their own ID.
9,Id & Classes in HTML,134.4,140.92, So this is my ID and John's ID looks like this.
9,Id & Classes in HTML,141.0,144.6, So this is John's ID and this is my ID.
9,Id & Classes in HTML,144.6,147.07999999999998, Both of us can never have the same ID.
9,Id & Classes in HTML,147.07999999999998,152.64," Or if you consider that our friendship is made, then my friendship is made."
9,Id & Classes in HTML,152.64,156.27999999999997," Tania and John's friendship is made, then start."
9,Id & Classes in HTML,156.27999999999997,158.67999999999998, So their ID will also be different.
9,Id & Classes in HTML,158.67999999999998,161.32, And this is Tania's ID.
9,Id & Classes in HTML,161.32,163.04, This is Tania's ID.
9,Id & Classes in HTML,163.04,166.35999999999999," Now, each person's ID will be different."
9,Id & Classes in HTML,166.35999999999999,167.76, So John and Harry were friends.
9,Id & Classes in HTML,167.76,169.48, John's friend was made.
9,Id & Classes in HTML,169.48,171.35999999999999, This is Tania's ID.
9,Id & Classes in HTML,171.35999999999999,173.48, None of these four have the same ID.
9,Id & Classes in HTML,173.48,180.79999999999998," If you know any of these four ID, you will understand that Harry is the number 35, 34, 35, and 35."
9,Id & Classes in HTML,180.79999999999998,193.92," And if I say that John will be the number 35, 35, 36, and 35, then you will understand that Tania is the number 35."
9,Id & Classes in HTML,193.92,195.64, So this is uniquely identified.
9,Id & Classes in HTML,195.64,200.48," This is the number, Tania, Harry, Shruti, and John."
9,Id & Classes in HTML,200.48,204.76, So this is their ID and this is their ID.
9,Id & Classes in HTML,204.76,206.67999999999998, This number will not be found by anyone else.
9,Id & Classes in HTML,206.67999999999998,210.83999999999997," Along with that, John and Harry were childhood friends."
9,Id & Classes in HTML,210.83999999999997,213.32, They were both big and one class.
9,Id & Classes in HTML,213.32,216.83999999999997, And the name of that class was class 10.
9,Id & Classes in HTML,216.83999999999997,219.0, Both of them are in class 10.
9,Id & Classes in HTML,219.08,220.48, Listen to me.
9,Id & Classes in HTML,220.48,222.16, Listen to me.
9,Id & Classes in HTML,222.16,225.44, And Shruti is in class 9.
9,Id & Classes in HTML,225.44,227.52, And Tania is in class 9.
9,Id & Classes in HTML,227.52,229.96, So both are in class 9.
9,Id & Classes in HTML,229.96,232.72, Tania is in class 9 and Shruti is in class 9.
9,Id & Classes in HTML,232.72,235.04, So what is Shruti's class 9?
9,Id & Classes in HTML,235.04,236.24, Tania's class can be 9.
9,Id & Classes in HTML,236.24,238.2," Now, Shruti will not have to study alone in class."
9,Id & Classes in HTML,238.2,240.36, Or Harry will not have to study alone in class 10.
9,Id & Classes in HTML,240.36,241.88, And there are other kids in class.
9,Id & Classes in HTML,241.88,247.12, So the meaning of class is that Harry and John are in one class.
9,Id & Classes in HTML,247.24,249.56, So can a class be a multiple of one person?
9,Id & Classes in HTML,249.56,251.72, A class can be a multiple of one person.
9,Id & Classes in HTML,251.72,254.20000000000002," For example, Malo, Harry is in class 10."
9,Id & Classes in HTML,254.20000000000002,257.8, And this goes into a tuition where this class is in class 10A.
9,Id & Classes in HTML,257.8,259.92, Malo's tuition also has classes.
9,Id & Classes in HTML,259.92,261.44, So more than one class can be.
9,Id & Classes in HTML,261.44,262.4, One is class 10.
9,Id & Classes in HTML,262.4,264.24, And one is class 10A.
9,Id & Classes in HTML,264.24,267.56," And along with that, Malo wears a red T-shirt."
9,Id & Classes in HTML,267.56,269.44, So his class is red too.
9,Id & Classes in HTML,269.44,271.52, So the class doesn't mean that he is going to study.
9,Id & Classes in HTML,271.52,274.08, The class means that he is classified in this class.
9,Id & Classes in HTML,274.84,275.8, Now come here.
9,Id & Classes in HTML,275.8,277.59999999999997," Leave this John, Harry, Shruti."
9,Id & Classes in HTML,277.59999999999997,279.4," Okay, delete this."
9,Id & Classes in HTML,279.4,280.96, I will zoom out and delete it.
9,Id & Classes in HTML,280.96,282.84, It doesn't mean anything here.
9,Id & Classes in HTML,282.84,285.28, Now come to index.htm and understand this.
9,Id & Classes in HTML,285.28,287.08," Malo, I have made a div here."
9,Id & Classes in HTML,287.08,289.15999999999997, And I have given it a class red.
9,Id & Classes in HTML,289.15999999999997,291.28, And I have made a span.
9,Id & Classes in HTML,291.28,293.12, And I have given it a class red.
9,Id & Classes in HTML,293.12,296.2," Okay, I can give different elements to the classes I have given."
9,Id & Classes in HTML,296.2,297.4, Or I can give the same class.
9,Id & Classes in HTML,297.4,300.12, But if I want to add an ID in any element.
9,Id & Classes in HTML,300.12,301.2," Malo, I have added an ID."
9,Id & Classes in HTML,301.2,302.2, His first div.
9,Id & Classes in HTML,302.2,303.68, I can add anything in the ID.
9,Id & Classes in HTML,303.76,304.56, So this is the idea.
9,Id & Classes in HTML,304.56,305.72, I don't give any other element.
9,Id & Classes in HTML,305.72,307.56, Because this is the basis of this element.
9,Id & Classes in HTML,307.56,309.76," If he has a second div, he can't add it."
9,Id & Classes in HTML,310.48,312.84000000000003, Then I will have to add something else.
9,Id & Classes in HTML,312.84000000000003,314.88," Okay, I have added a second div."
9,Id & Classes in HTML,314.88,318.04, And here I write a second and here I write a first.
9,Id & Classes in HTML,318.04,319.04, Okay.
9,Id & Classes in HTML,319.04,321.32, So this idea and the concept of classes.
9,Id & Classes in HTML,321.32,322.24, I personally don't know.
9,Id & Classes in HTML,322.24,323.44, I understood it very late.
9,Id & Classes in HTML,323.44,325.68, When I was learning about web development in my early days.
9,Id & Classes in HTML,325.68,329.76, I didn't tell anyone that ID unilkly identifies an element.
9,Id & Classes in HTML,329.76,330.96000000000004, And the class is
9,Id & Classes in HTML,331.03999999999996,334.4, It can also add multiple classes in one element.
9,Id & Classes in HTML,334.4,337.12, And it can also add one class in multiple elements.
9,Id & Classes in HTML,337.12,337.71999999999997, You understand?
9,Id & Classes in HTML,337.71999999999997,339.64, Like if I give it a red class.
9,Id & Classes in HTML,339.64,341.79999999999995, I can give it a BGLO class.
9,Id & Classes in HTML,341.79999999999995,343.64," Okay, BGLO."
9,Id & Classes in HTML,343.64,344.59999999999997, I can give it a class.
9,Id & Classes in HTML,344.59999999999997,346.71999999999997, And if we give a class multiple elements.
9,Id & Classes in HTML,346.71999999999997,348.2, Then we put a space.
9,Id & Classes in HTML,348.2,352.64, Like if I want to add multiple classes in this element.
9,Id & Classes in HTML,352.64,353.76, Then what will I do?
9,Id & Classes in HTML,353.76,355.32, First I will write red here.
9,Id & Classes in HTML,355.32,357.28, Then I will put a space and write BGLO.
9,Id & Classes in HTML,357.28,359.44, So in this way I can give multiple classes.
9,Id & Classes in HTML,359.44,360.35999999999996, Same element.
9,Id & Classes in HTML,360.36,362.68, Can I give the same element multiple ID?
9,Id & Classes in HTML,362.68,364.56, Have you ever heard of someone's two-a-thar cards?
9,Id & Classes in HTML,364.56,366.68, I don't know if anyone made it or not.
9,Id & Classes in HTML,366.68,369.0, But it's not an ideality.
9,Id & Classes in HTML,369.0,372.0, The number of a-thar is one person.
9,Id & Classes in HTML,372.0,376.08000000000004, And the number of a-thar is different from a person.
